player_id,match_id,minutes_played,goals,assists,shots,yellow_cards,red_cards
1393,66,79,1,2,0,1,0
1394,66,20,1,1,3,1,0
1395,66,74,2,0,5,0,0
1396,66,64,0,2,0,1,0
1397,66,85,2,2,0,0,0
1398,66,51,1,1,0,1,0
1399,66,89,3,1,4,0,0
1400,66,49,2,1,2,1,0
281,67,90,2,1,3,0,0
282,67,83,2,2,0,0,0
283,67,56,2,1,3,0,0
284,67,6,2,1,2,1,0
285,67,45,1,2,1,0,0
286,67,48,0,0,3,1,0
287,67,56,3,2,0,1,0
288,67,81,1,1,1,0,0
289,67,72,2,0,0,0,0
290,67,30,0,0,1,0,0
291,67,68,2,0,0,1,0
292,67,35,3,1,1,0,0
293,67,79,3,1,2,0,0
294,67,54,0,0,0,0,0
295,67,31,0,2,1,1,0
296,67,90,2,2,5,0,0
297,67,29,2,0,4,0,0
298,67,34,1,2,2,1,0
299,67,27,3,1,2,0,0
300,67,60,3,0,3,0,0
1701,67,30,1,2,5,1,0
1702,67,75,3,1,4,0,0
1703,67,10,1,2,4,0,0
1704,67,25,3,0,4,1,0
1705,67,25,1,1,4,0,0
1706,67,32,2,2,4,1,0
1707,67,42,0,1,2,1,0
1708,67,68,0,0,2,0,0
1709,67,13,3,1,5,1,0
1710,67,3,2,1,3,1,0
1711,67,28,0,2,1,0,0
1712,67,31,1,2,5,1,0
1713,67,29,0,1,5,0,0
1714,67,86,2,2,1,1,0
1715,67,2,2,1,3,1,0
1716,67,42,3,1,3,1,0
1717,67,67,0,2,4,1,0
1718,67,55,2,1,0,1,0
1719,67,60,2,1,3,0,0
1720,67,30,3,2,4,1,0
521,68,11,1,0,0,0,0
522,68,48,1,1,2,1,0
523,68,66,3,2,4,0,0
524,68,49,2,1,4,1,0
525,68,33,2,1,2,0,0
526,68,67,2,1,4,0,0
527,68,65,0,2,0,1,0
528,68,90,1,1,2,1,0
529,68,23,2,2,2,1,0
530,68,82,2,0,0,0,0
531,68,34,0,1,0,1,0
532,68,80,0,0,2,1,0
533,68,43,3,1,0,0,0
534,68,74,3,1,2,0,0
535,68,23,2,1,0,1,0
536,68,10,3,2,0,1,0
537,68,40,1,0,4,1,0
538,68,88,0,1,0,0,0
539,68,71,0,2,2,0,0
540,68,12,0,1,3,1,0
1121,68,38,0,0,3,1,0
1122,68,30,3,2,3,0,0
1123,68,3,1,0,4,1,0
1124,68,44,2,0,4,1,0
1125,68,79,2,0,4,1,0
1126,68,71,0,2,1,0,0
1127,68,40,2,0,2,1,0
1128,68,74,1,0,3,0,0
1129,68,55,0,1,4,0,0
1130,68,10,3,2,0,1,0
1131,68,2,0,0,5,0,0
1132,68,77,2,1,3,0,0
1133,68,29,3,2,1,1,0
1134,68,90,0,2,1,1,0
1135,68,17,1,1,5,1,0
1136,68,84,1,1,1,1,0
1137,68,53,0,1,1,1,0
1138,68,29,0,2,0,0,0
1139,68,54,1,2,3,1,0
1140,68,15,0,2,5,0,0
1001,69,56,1,1,0,1,0
1002,69,90,0,2,4,1,0
1003,69,73,3,0,1,0,0
1004,69,34,0,1,0,0,0
1005,69,68,3,0,3,0,0
1006,69,9,3,2,3,0,0
1007,69,7,0,0,2,0,0
1008,69,34,0,2,3,1,0
1009,69,35,1,0,5,0,0
1010,69,0,3,1,3,0,0
1011,69,15,0,2,1,0,0
1012,69,70,2,2,2,1,0
1013,69,29,2,1,4,1,0
1014,69,80,1,1,1,0,0
1015,69,80,2,0,5,1,0
1016,69,12,0,1,4,1,0
1017,69,42,1,1,1,1,0
1018,69,69,1,2,3,1,0
1019,69,26,1,1,4,1,0
1020,69,19,1,1,5,0,0
1681,69,49,3,2,5,1,0
1682,69,69,1,0,1,1,0
1683,69,20,1,2,4,0,0
1684,69,2,0,2,3,0,0
1685,69,25,2,0,2,1,0
1686,69,13,3,2,4,0,0
1687,69,66,1,2,0,1,0
1688,69,60,2,1,0,0,0
1689,69,58,2,0,4,0,0
1690,69,19,3,0,4,0,0
1691,69,13,0,1,5,0,0
1692,69,53,2,1,3,1,0
1693,69,86,1,0,4,0,0
1694,69,71,2,0,2,0,0
1695,69,71,1,0,5,1,0
1696,69,56,1,2,0,0,0
1697,69,72,3,0,5,1,0
1698,69,86,0,0,1,0,0
1699,69,79,0,1,3,1,0
1700,69,27,1,0,4,0,0
481,70,53,3,0,1,0,0
482,70,5,3,2,4,1,0
483,70,34,3,1,1,0,0
484,70,6,1,2,4,1,0
485,70,45,0,2,1,1,0
486,70,88,3,0,3,0,0
487,70,78,0,1,1,0,0
488,70,12,0,0,3,1,0
489,70,86,0,1,2,0,0
490,70,63,2,0,0,1,0
491,70,9,2,2,1,0,0
492,70,22,2,1,3,1,0
493,70,67,1,1,2,0,0
494,70,8,1,0,0,1,0
495,70,83,0,1,4,0,0
496,70,25,0,1,1,0,0
497,70,77,3,2,3,1,0
498,70,77,1,1,3,1,0
499,70,5,0,1,2,1,0
500,70,22,0,1,5,0,0
1421,70,22,2,2,3,1,0
1422,70,51,0,2,0,0,0
1423,70,6,1,2,5,1,0
1424,70,47,0,0,1,1,0
1425,70,0,0,1,3,0,0
1426,70,16,1,2,5,1,0
1427,70,40,1,2,2,0,0
1428,70,80,0,0,5,1,0
1429,70,48,1,2,0,1,0
1430,70,66,2,0,0,0,0
1431,70,17,1,0,4,1,0
1432,70,25,2,1,4,1,0
1433,70,39,1,1,5,0,0
1434,70,47,3,1,5,1,0
1435,70,1,3,1,2,1,0
1436,70,69,0,0,4,1,0
1437,70,80,2,1,2,1,0
1438,70,85,1,0,0,0,0
1439,70,10,1,1,3,0,0
1440,70,58,0,2,5,1,0
301,71,0,0,2,5,1,0
302,71,86,1,2,0,1,0
303,71,61,2,0,2,1,0
304,71,28,3,2,3,1,0
305,71,7,0,1,0,1,0
306,71,68,2,0,1,1,0
307,71,55,3,0,1,0,0
308,71,56,1,2,5,1,0
309,71,86,1,1,4,0,0
310,71,82,1,1,2,0,0
311,71,48,3,0,3,1,0
312,71,64,0,0,5,0,0
313,71,74,0,2,1,0,0
314,71,63,2,1,2,1,0
315,71,90,3,0,2,0,0
316,71,79,2,1,1,1,0
317,71,73,3,0,4,1,0
318,71,33,0,1,0,0,0
319,71,42,1,2,4,1,0
320,71,87,3,0,4,1,0
1121,71,16,3,0,4,1,0
1122,71,63,2,1,3,1,0
1123,71,45,1,2,1,0,0
1124,71,5,3,2,3,0,0
1125,71,69,3,2,3,0,0
1126,71,71,0,0,3,1,0
1127,71,76,2,0,0,0,0
1128,71,67,2,2,5,1,0
1129,71,85,2,1,1,0,0
1130,71,13,2,1,1,1,0
1131,71,53,2,2,3,0,0
1132,71,49,1,1,5,0,0
1133,71,75,3,1,4,0,0
1134,71,62,2,1,4,0,0
1135,71,16,3,1,0,0,0
1136,71,9,1,2,5,0,0
1137,71,21,3,1,1,0,0
1138,71,23,0,2,4,1,0
1139,71,35,1,0,5,0,0
1140,71,48,0,2,3,1,0
521,72,61,2,1,4,0,0
522,72,31,3,0,2,0,0
523,72,47,0,0,0,1,0
524,72,71,3,2,4,1,0
525,72,44,3,2,5,1,0
526,72,15,2,0,4,1,0
527,72,7,0,1,1,0,0
528,72,69,3,2,4,0,0
529,72,70,0,2,0,1,0
530,72,3,2,2,3,0,0
531,72,48,0,0,2,1,0
532,72,60,2,0,0,0,0
533,72,17,0,0,5,0,0
534,72,50,1,2,5,1,0
535,72,54,3,2,3,1,0
536,72,58,1,0,4,1,0
537,72,60,2,1,5,1,0
538,72,55,0,1,3,1,0
539,72,68,2,2,4,0,0
540,72,64,1,1,0,0,0
1681,72,18,0,2,3,0,0
1682,72,12,0,0,2,1,0
1683,72,28,0,0,0,1,0
1684,72,62,2,1,0,0,0
1685,72,76,2,1,4,1,0
1686,72,68,1,2,4,1,0
1687,72,17,0,0,5,1,0
1688,72,6,0,1,0,0,0
1689,72,12,1,2,1,0,0
1690,72,20,3,1,5,0,0
1691,72,86,3,1,1,1,0
1692,72,42,2,2,0,1,0
1693,72,6,0,1,2,1,0
1694,72,50,3,0,3,0,0
1695,72,87,0,2,4,1,0
1696,72,67,0,1,0,0,0
1697,72,79,3,0,4,0,0
1698,72,84,1,1,3,1,0
1699,72,18,2,2,5,0,0
1700,72,86,0,1,3,0,0
1221,73,42,2,0,1,1,0
1222,73,59,0,0,4,0,0
1223,73,68,2,1,2,1,0
1224,73,24,2,0,5,1,0
1225,73,58,3,1,5,1,0
1226,73,77,0,2,4,0,0
1227,73,29,1,0,3,0,0
1228,73,83,2,2,1,0,0
1229,73,67,3,2,5,1,0
1230,73,33,1,0,3,1,0
1231,73,86,0,1,0,1,0
1232,73,44,2,2,5,0,0
1233,73,31,1,0,1,1,0
1234,73,27,1,1,4,1,0
1235,73,42,0,1,5,0,0
1236,73,77,3,1,4,0,0
1237,73,13,0,2,1,1,0
1238,73,38,3,2,4,0,0
1239,73,70,2,2,3,0,0
1240,73,89,0,2,5,0,0
1381,73,77,1,1,1,0,0
1382,73,9,1,0,0,0,0
1383,73,8,0,2,4,1,0
1384,73,6,3,1,1,0,0
1385,73,64,2,1,2,1,0
1386,73,43,2,0,2,0,0
1387,73,56,1,0,2,0,0
1388,73,11,1,2,4,0,0
1389,73,47,1,0,5,0,0
1390,73,3,2,1,0,0,0
1391,73,42,3,0,5,1,0
1392,73,67,0,0,2,1,0
1393,73,41,0,2,1,1,0
1394,73,54,1,2,2,1,0
1395,73,28,3,2,5,1,0
1396,73,5,0,2,5,0,0
1397,73,83,2,0,3,0,0
1398,73,63,0,0,1,1,0
1399,73,39,2,1,2,0,0
1400,73,50,2,0,4,0,0
281,74,35,1,0,5,1,0
282,74,43,1,2,2,0,0
283,74,66,1,2,2,0,0
284,74,43,2,1,1,0,0
285,74,19,3,0,1,0,0
286,74,89,1,2,2,0,0
287,74,39,0,0,3,1,0
288,74,21,0,0,5,1,0
289,74,7,0,2,4,1,0
290,74,86,1,0,2,0,0
291,74,79,3,1,1,1,0
292,74,90,3,0,5,1,0
293,74,87,3,2,0,0,0
294,74,67,2,2,4,1,0
295,74,15,0,0,1,1,0
296,74,68,0,2,4,1,0
297,74,65,2,0,5,1,0
298,74,11,2,1,5,1,0
299,74,5,1,2,0,0,0
300,74,78,3,0,0,0,0
1521,74,88,1,2,2,1,0
1522,74,46,0,1,3,0,0
1523,74,53,0,2,2,1,0
1524,74,2,2,1,5,1,0
1525,74,38,3,1,5,1,0
1526,74,35,0,1,4,1,0
1527,74,77,3,2,1,1,0
1528,74,68,0,2,1,0,0
1529,74,39,0,1,1,1,0
1530,74,26,1,0,1,1,0
1531,74,86,1,1,5,1,0
1532,74,7,3,2,3,1,0
1533,74,31,3,0,0,0,0
1534,74,27,3,2,1,0,0
1535,74,74,3,0,1,0,0
1536,74,38,0,0,5,0,0
1537,74,15,0,1,0,0,0
1538,74,25,0,1,0,1,0
1539,74,62,0,2,3,0,0
1540,74,37,2,0,0,1,0
481,75,64,0,0,0,1,0
482,75,86,0,2,1,1,0
483,75,12,2,0,4,1,0
484,75,40,0,1,0,1,0
485,75,24,0,0,0,0,0
486,75,13,2,2,5,1,0
487,75,12,3,2,2,1,0
488,75,49,1,2,5,0,0
489,75,55,0,0,5,1,0
490,75,20,1,1,1,1,0
491,75,38,0,2,0,0,0
492,75,33,3,2,2,0,0
493,75,44,0,1,4,0,0
494,75,26,0,1,1,1,0
495,75,13,1,1,1,0,0
496,75,63,1,1,1,0,0
497,75,24,1,1,1,0,0
498,75,43,0,0,1,1,0
499,75,49,2,1,3,0,0
500,75,46,0,0,1,0,0
1701,75,51,0,1,3,0,0
1702,75,52,0,0,5,0,0
1703,75,6,2,2,3,0,0
1704,75,20,1,0,2,1,0
1705,75,22,0,2,2,0,0
1706,75,15,2,2,5,1,0
1707,75,54,0,0,5,1,0
1708,75,55,1,2,0,1,0
1709,75,36,0,2,3,0,0
1710,75,52,2,1,4,1,0
1711,75,33,2,0,2,0,0
1712,75,25,3,2,1,1,0
1713,75,76,3,1,0,0,0
1714,75,23,3,1,5,1,0
1715,75,34,0,0,3,1,0
1716,75,69,3,0,4,1,0
1717,75,13,2,1,0,1,0
1718,75,61,2,0,1,0,0
1719,75,39,1,1,2,1,0
1720,75,15,0,0,1,0,0
1001,76,0,2,0,4,1,0
1002,76,26,2,1,4,0,0
1003,76,2,0,2,3,0,0
1004,76,81,3,0,1,1,0
1005,76,86,0,0,3,0,0
1006,76,43,0,1,1,1,0
1007,76,22,2,0,3,1,0
1008,76,67,3,1,5,1,0
1009,76,53,2,1,0,1,0
1010,76,8,2,0,0,0,0
1011,76,60,0,1,1,1,0
1012,76,46,3,0,1,0,0
1013,76,15,1,1,1,0,0
1014,76,42,1,2,1,0,0
1015,76,67,0,1,4,1,0
1016,76,40,3,2,5,0,0
1017,76,25,3,0,2,1,0
1018,76,31,0,0,2,0,0
1019,76,49,2,1,1,0,0
1020,76,79,2,1,4,0,0
1061,76,6,2,2,4,1,0
1062,76,6,3,0,2,1,0
1063,76,44,1,1,1,1,0
1064,76,81,1,0,4,0,0
1065,76,23,2,2,3,0,0
1066,76,41,0,1,0,1,0
1067,76,55,1,2,3,0,0
1068,76,77,3,1,3,1,0
1069,76,47,2,1,0,1,0
1070,76,19,3,2,3,0,0
1071,76,47,2,2,5,1,0
1072,76,11,1,1,0,0,0
1073,76,42,3,1,3,0,0
1074,76,57,3,0,3,0,0
1075,76,78,0,2,5,0,0
1076,76,42,3,0,2,1,0
1077,76,30,3,1,2,1,0
1078,76,39,3,0,3,0,0
1079,76,69,0,1,4,1,0
1080,76,65,1,2,3,0,0
1,77,14,2,2,2,1,0
2,77,66,0,2,3,1,0
3,77,8,0,0,1,0,0
4,77,38,0,1,2,0,0
5,77,17,1,2,0,0,0
6,77,49,1,0,3,1,0
7,77,28,2,0,5,0,0
8,77,8,1,1,2,0,0
9,77,6,1,2,4,1,0
10,77,14,3,0,1,0,0
11,77,36,3,1,1,1,0
12,77,56,2,0,5,1,0
13,77,69,3,0,3,0,0
14,77,42,2,2,5,1,0
15,77,0,0,1,2,1,0
16,77,31,3,0,4,1,0
17,77,43,3,1,4,0,0
18,77,48,0,0,4,1,0
19,77,76,2,1,2,0,0
20,77,57,2,0,3,1,0
701,77,83,0,2,5,1,0
702,77,88,3,0,5,0,0
703,77,18,3,1,0,0,0
704,77,67,0,0,0,0,0
705,77,56,1,2,4,0,0
706,77,17,2,0,0,0,0
707,77,19,0,1,4,0,0
708,77,29,0,2,5,0,0
709,77,56,1,1,0,1,0
710,77,47,3,0,4,1,0
711,77,28,1,2,0,0,0
712,77,37,3,2,2,1,0
713,77,58,0,2,3,0,0
714,77,18,0,0,2,1,0
715,77,20,2,1,4,1,0
716,77,7,3,2,5,1,0
717,77,85,1,1,0,1,0
718,77,4,3,1,1,1,0
719,77,69,0,2,4,0,0
720,77,47,3,2,0,0,0
1301,78,48,0,1,2,1,0
1302,78,65,3,2,5,0,0
1303,78,31,2,1,0,0,0
1304,78,71,2,1,1,1,0
1305,78,53,1,1,5,1,0
1306,78,60,2,0,3,1,0
1307,78,81,1,0,2,1,0
1308,78,62,0,0,2,1,0
1309,78,89,0,0,1,0,0
1310,78,41,0,1,4,0,0
1311,78,61,0,2,1,0,0
1312,78,9,3,1,3,1,0
1313,78,51,2,1,3,0,0
1314,78,1,0,1,2,1,0
1315,78,11,3,2,3,0,0
1316,78,89,0,2,0,1,0
1317,78,65,3,2,2,0,0
1318,78,76,1,0,0,1,0
1319,78,58,2,0,4,0,0
1320,78,8,0,1,4,0,0
1441,78,79,1,0,0,0,0
1442,78,80,3,0,5,0,0
1443,78,88,0,1,4,0,0
1444,78,34,1,1,5,1,0
1445,78,43,2,1,2,0,0
1446,78,66,0,2,1,1,0
1447,78,63,2,0,0,1,0
1448,78,52,1,1,5,0,0
1449,78,63,1,1,0,1,0
1450,78,12,0,0,0,0,0
1451,78,73,1,1,2,1,0
1452,78,14,1,1,4,0,0
1453,78,73,0,0,5,1,0
1454,78,86,0,0,1,0,0
1455,78,63,2,2,3,0,0
1456,78,71,1,2,3,1,0
1457,78,32,0,0,2,0,0
1458,78,28,0,2,2,1,0
1459,78,66,1,0,4,1,0
1460,78,80,3,0,4,0,0
881,79,61,0,0,4,0,0
882,79,54,0,1,4,1,0
883,79,2,2,1,4,0,0
884,79,3,1,0,5,0,0
885,79,11,3,2,5,0,0
886,79,31,1,0,3,1,0
887,79,79,0,2,5,0,0
888,79,63,3,0,4,0,0
889,79,39,0,2,1,1,0
890,79,26,0,0,4,0,0
891,79,50,2,0,0,0,0
892,79,90,1,2,2,1,0
893,79,43,1,2,0,1,0
894,79,62,2,1,3,0,0
895,79,32,3,0,5,0,0
896,79,48,1,0,5,0,0
897,79,42,0,2,5,0,0
898,79,79,1,0,4,1,0
899,79,86,3,2,3,1,0
900,79,76,3,0,3,0,0
1761,79,78,0,1,0,0,0
1762,79,34,1,1,0,0,0
1763,79,88,1,0,0,0,0
1764,79,24,0,2,0,0,0
1765,79,30,2,1,1,0,0
1766,79,12,1,1,5,0,0
1767,79,5,0,2,5,0,0
1768,79,60,2,0,4,1,0
1769,79,28,3,0,3,1,0
1770,79,75,1,1,2,1,0
1771,79,51,2,1,0,1,0
1772,79,53,2,2,2,1,0
1773,79,36,0,2,0,1,0
1774,79,75,2,0,3,1,0
1775,79,45,0,0,0,1,0
1776,79,60,2,0,3,0,0
1777,79,17,1,1,3,0,0
1778,79,59,0,2,4,1,0
1779,79,42,0,2,2,1,0
1780,79,21,3,1,2,0,0
401,80,44,0,1,3,0,0
402,80,56,0,1,3,1,0
403,80,25,1,1,4,0,0
404,80,0,1,1,0,1,0
405,80,3,1,0,3,0,0
406,80,64,0,2,4,1,0
407,80,31,2,0,0,0,0
408,80,63,0,2,2,0,0
409,80,67,2,1,4,0,0
410,80,29,0,1,4,1,0
411,80,62,3,0,1,0,0
412,80,89,2,0,0,1,0
413,80,85,3,2,5,0,0
414,80,23,0,2,0,0,0
415,80,63,3,1,5,1,0
416,80,15,3,2,5,1,0
417,80,64,0,0,4,0,0
418,80,55,2,1,1,1,0
419,80,30,3,0,4,0,0
420,80,30,2,2,2,1,0
1421,80,26,2,0,3,0,0
1422,80,13,0,0,2,1,0
1423,80,87,0,0,0,1,0
1424,80,7,1,1,3,0,0
1425,80,84,3,0,3,0,0
1426,80,20,1,2,4,0,0
1427,80,32,1,0,5,1,0
1428,80,4,0,2,1,0,0
1429,80,38,2,1,5,1,0
1430,80,60,2,1,5,0,0
1431,80,15,1,0,3,1,0
1432,80,63,2,1,2,1,0
1433,80,1,2,2,0,1,0
1434,80,0,0,0,4,1,0
1435,80,53,2,1,4,1,0
1436,80,45,1,2,1,0,0
1437,80,5,0,1,5,0,0
1438,80,39,0,0,2,0,0
1439,80,64,3,0,0,0,0
1440,80,46,2,1,5,1,0
401,81,52,3,2,2,0,0
402,81,40,0,2,5,0,0
403,81,81,3,2,3,0,0
404,81,9,1,0,3,1,0
405,81,44,2,2,5,0,0
406,81,18,3,1,3,1,0
407,81,29,1,0,5,1,0
408,81,43,0,0,1,0,0
409,81,30,1,2,4,0,0
410,81,12,3,0,2,0,0
411,81,57,1,1,3,0,0
412,81,68,1,0,2,0,0
413,81,74,3,2,3,1,0
414,81,71,0,0,2,1,0
415,81,54,3,2,1,1,0
416,81,1,1,2,4,1,0
417,81,34,1,1,5,0,0
418,81,2,2,2,1,1,0
419,81,90,0,2,3,0,0
420,81,67,2,1,3,1,0
1221,81,7,0,0,4,1,0
1222,81,5,0,0,2,1,0
1223,81,12,3,0,4,1,0
1224,81,51,3,2,1,1,0
1225,81,41,3,2,1,0,0
1226,81,54,1,1,3,1,0
1227,81,54,3,0,2,1,0
1228,81,36,1,1,1,1,0
1229,81,81,1,0,0,0,0
1230,81,39,2,1,0,1,0
1231,81,39,0,2,3,0,0
1232,81,61,1,1,5,0,0
1233,81,64,0,2,1,0,0
1234,81,66,2,0,1,1,0
1235,81,56,1,1,5,1,0
1236,81,28,1,2,0,1,0
1237,81,4,0,1,1,0,0
1238,81,56,2,2,4,1,0
1239,81,54,3,2,0,0,0
1240,81,42,1,1,4,1,0
301,82,83,1,0,3,1,0
302,82,77,2,2,2,1,0
303,82,52,0,1,0,1,0
304,82,46,2,1,3,0,0
305,82,36,2,0,4,0,0
306,82,77,2,1,0,0,0
307,82,57,1,2,4,1,0
308,82,37,0,1,2,1,0
309,82,69,1,2,5,1,0
310,82,10,1,0,5,1,0
311,82,67,1,2,4,1,0
312,82,79,0,0,4,0,0
313,82,3,2,1,1,1,0
314,82,83,0,2,2,0,0
315,82,12,1,2,5,0,0
316,82,79,2,0,3,0,0
317,82,32,3,1,0,0,0
318,82,0,2,0,2,0,0
319,82,3,0,2,5,1,0
320,82,68,2,2,3,0,0
1061,82,3,0,1,4,0,0
1062,82,0,3,0,5,1,0
1063,82,30,0,0,1,0,0
1064,82,23,2,1,2,0,0
1065,82,21,3,2,1,1,0
1066,82,41,2,0,3,1,0
1067,82,77,2,1,0,0,0
1068,82,6,0,0,0,1,0
1069,82,34,3,2,0,0,0
1070,82,9,2,2,3,1,0
1071,82,70,2,2,2,0,0
1072,82,64,3,1,3,0,0
1073,82,52,0,0,5,0,0
1074,82,7,1,2,5,0,0
1075,82,10,0,0,3,1,0
1076,82,10,1,1,5,0,0
1077,82,45,1,0,5,0,0
1078,82,36,2,0,3,1,0
1079,82,6,3,1,5,1,0
1080,82,72,0,1,0,1,0
521,83,2,1,1,3,1,0
522,83,18,2,2,0,0,0
523,83,87,1,0,3,1,0
524,83,61,1,1,0,0,0
525,83,52,3,0,4,1,0
526,83,58,1,1,3,1,0
527,83,71,2,1,3,1,0
528,83,64,0,0,0,0,0
529,83,50,3,0,5,0,0
530,83,25,2,2,0,1,0
531,83,86,1,2,5,1,0
532,83,83,1,1,1,0,0
533,83,76,3,2,5,0,0
534,83,8,0,0,3,0,0
535,83,79,1,0,5,0,0
536,83,77,2,1,3,0,0
537,83,54,2,0,3,0,0
538,83,90,2,0,5,0,0
539,83,27,3,0,1,1,0
540,83,56,2,0,0,0,0
701,83,12,3,0,1,1,0
702,83,22,3,1,3,0,0
703,83,86,1,1,1,0,0
704,83,32,1,2,3,1,0
705,83,15,2,0,0,1,0
706,83,31,0,2,1,0,0
707,83,25,1,0,1,1,0
708,83,3,1,2,5,1,0
709,83,66,2,1,3,1,0
710,83,42,3,2,0,1,0
711,83,21,1,1,5,1,0
712,83,64,0,2,1,1,0
713,83,83,2,1,0,1,0
714,83,40,0,2,1,0,0
715,83,36,0,2,2,0,0
716,83,49,1,2,3,0,0
717,83,12,0,1,4,0,0
718,83,26,3,0,0,1,0
719,83,83,3,1,5,0,0
720,83,29,0,2,0,1,0
1681,84,62,2,1,5,1,0
1682,84,21,2,2,1,1,0
1683,84,89,0,2,1,0,0
1684,84,29,2,1,2,0,0
1685,84,67,1,0,4,1,0
1686,84,46,0,0,1,1,0
1687,84,80,0,0,3,1,0
1688,84,56,0,2,4,0,0
1689,84,43,2,1,4,1,0
1690,84,22,1,0,3,1,0
1691,84,78,2,2,2,0,0
1692,84,0,2,1,5,0,0
1693,84,60,1,0,4,0,0
1694,84,47,1,0,1,0,0
1695,84,82,0,1,3,0,0
1696,84,71,1,2,2,1,0
1697,84,19,3,1,5,1,0
1698,84,11,1,1,5,0,0
1699,84,10,1,1,4,0,0
1700,84,86,3,1,3,1,0
1761,84,75,1,2,0,0,0
1762,84,43,2,0,0,1,0
1763,84,89,0,2,2,1,0
1764,84,78,1,2,0,0,0
1765,84,56,3,2,1,0,0
1766,84,31,0,2,5,0,0
1767,84,16,1,2,5,1,0
1768,84,58,1,0,0,1,0
1769,84,17,1,2,0,1,0
1770,84,87,0,1,0,0,0
1771,84,66,1,2,5,1,0
1772,84,42,1,2,0,1,0
1773,84,88,0,2,5,0,0
1774,84,50,0,1,1,0,0
1775,84,19,0,1,5,0,0
1776,84,79,1,0,1,1,0
1777,84,57,2,1,3,1,0
1778,84,86,2,0,2,1,0
1779,84,69,3,1,0,1,0
1780,84,16,0,1,5,1,0
881,85,55,1,1,2,0,0
882,85,73,2,2,1,0,0
883,85,74,3,0,3,1,0
884,85,69,0,1,1,1,0
885,85,80,2,0,1,0,0
886,85,55,1,2,1,0,0
887,85,58,2,0,0,0,0
888,85,33,3,2,3,1,0
889,85,43,3,2,0,0,0
890,85,51,1,2,2,1,0
891,85,22,0,1,0,1,0
892,85,53,1,2,2,1,0
893,85,51,3,0,4,1,0
894,85,85,3,2,0,0,0
895,85,88,3,2,5,0,0
896,85,64,1,0,0,0,0
897,85,75,0,1,4,0,0
898,85,20,0,2,4,0,0
899,85,18,3,0,4,1,0
900,85,51,0,0,0,1,0
1421,85,68,2,1,4,0,0
1422,85,38,0,2,0,1,0
1423,85,70,0,1,4,1,0
1424,85,51,0,2,3,0,0
1425,85,88,1,2,4,0,0
1426,85,7,2,1,1,1,0
1427,85,38,1,2,0,0,0
1428,85,22,0,0,5,1,0
1429,85,66,1,0,2,0,0
1430,85,73,1,2,4,1,0
1431,85,72,0,1,3,0,0
1432,85,13,0,0,5,0,0
1433,85,67,0,0,2,0,0
1434,85,76,0,1,2,0,0
1435,85,11,2,1,5,1,0
1436,85,90,0,2,4,0,0
1437,85,84,3,0,1,0,0
1438,85,13,3,1,1,0,0
1439,85,20,3,2,4,1,0
1440,85,60,3,0,4,1,0
1,86,73,2,1,4,1,0
2,86,26,2,1,5,0,0
3,86,8,0,0,5,1,0
4,86,62,0,2,4,1,0
5,86,82,0,1,2,0,0
6,86,60,3,0,2,0,0
7,86,67,1,2,4,1,0
8,86,22,0,1,5,1,0
9,86,64,1,1,3,0,0
10,86,48,3,0,2,0,0
11,86,34,3,1,0,1,0
12,86,0,3,2,1,1,0
13,86,12,0,0,3,1,0
14,86,18,1,1,3,1,0
15,86,1,1,0,1,1,0
16,86,0,0,1,0,1,0
17,86,71,3,1,0,1,0
18,86,23,2,0,4,1,0
19,86,65,2,0,5,0,0
20,86,1,1,0,3,0,0
281,86,68,2,1,4,1,0
282,86,74,2,1,5,1,0
283,86,73,1,1,2,0,0
284,86,81,1,0,5,1,0
285,86,78,2,1,1,1,0
286,86,17,1,1,5,1,0
287,86,80,3,0,3,1,0
288,86,44,2,2,3,0,0
289,86,67,0,1,4,0,0
290,86,9,0,2,0,1,0
291,86,42,1,2,2,0,0
292,86,49,0,2,0,0,0
293,86,68,1,1,5,0,0
294,86,51,1,1,3,0,0
295,86,30,3,2,2,0,0
296,86,42,0,0,3,1,0
297,86,64,3,2,2,0,0
298,86,63,1,0,2,0,0
299,86,76,2,1,4,1,0
300,86,68,2,2,5,0,0
481,87,85,2,1,1,0,0
482,87,52,3,1,3,0,0
483,87,65,0,0,0,0,0
484,87,45,3,2,4,1,0
485,87,66,2,2,5,0,0
486,87,68,2,0,3,1,0
487,87,11,0,1,2,0,0
488,87,69,3,1,2,0,0
489,87,64,1,1,3,1,0
490,87,77,0,2,3,0,0
491,87,86,2,1,5,1,0
492,87,59,3,0,3,0,0
493,87,47,2,2,2,0,0
494,87,7,0,2,2,1,0
495,87,35,2,0,4,1,0
496,87,56,2,0,4,1,0
497,87,55,1,0,3,0,0
498,87,17,0,0,3,1,0
499,87,20,3,0,4,0,0
500,87,41,0,2,0,1,0
1301,87,13,3,1,5,1,0
1302,87,51,2,0,5,1,0
1303,87,69,3,0,5,0,0
1304,87,66,2,1,5,1,0
1305,87,3,2,2,5,0,0
1306,87,11,1,2,3,0,0
1307,87,54,1,0,0,1,0
1308,87,54,2,2,1,1,0
1309,87,48,0,2,0,0,0
1310,87,55,1,1,5,0,0
1311,87,67,0,2,1,1,0
1312,87,62,2,0,0,1,0
1313,87,57,1,1,4,0,0
1314,87,86,1,1,5,0,0
1315,87,60,1,1,3,0,0
